65 2080 50
41 37 1000
41 38 1000
41 42 0.2553
41 43 0.2553
41 6 0.3503
41 7 0.3503
41 46 0.09525
41 47 0.09525
41 45 0.2613
41 39 0.349
41 40 0.349
41 23 0.341
41 8 0.4508
41 9 0.4508
41 30 1000
41 31 1000
41 10 0.4749
41 48 0.007179
41 24 0.3738
41 25 0.3738
41 11 0.5256
41 12 0.5256
41 13 0.5256
41 14 0.5256
41 32 0.07289
41 33 0.07289
41 34 0.4041
41 35 0.4041
41 26 0.6592
41 27 0.4015
41 4 0.6579
41 5 0.6579
41 15 0.4226
41 16 0.4226
41 49 0.01081
41 36 0.2775
41 50 0.6863
41 51 0.204
41 52 0.204
41 53 0.204
41 17 0.4394
41 18 0.4394
41 44 0.6305
41 54 0.03355
41 28 0.3256
41 19 0.5056
41 29 0.2954
41 20 0.5815
41 21 0.7441
41 1 0.5779
41 22 0.7318
41 2 0.7579
41 3 0.7579
37 38 1000
37 42 0.1446
38 42 0.1446
38 43 0.1446
37 43 0.1446
37 6 0.01706
38 6 0.01706
38 7 0.01706
37 7 0.01706
37 39 1000
38 39 1000
38 40 1000
37 40 1000
37 23 0.03765
38 23 0.03765
37 8 0.1106
38 8 0.1106
38 9 0.1106
37 9 0.1106
37 30 0.2998
38 30 0.2998
38 31 0.2998
37 31 0.2998
37 10 0.1171
38 10 0.1171
37 24 0.03851
38 24 0.03851
38 25 0.03851
37 25 0.03851
37 11 0.1288
38 11 0.1288
38 12 0.1288
38 13 0.1288
38 14 0.1288
37 12 0.1288
37 13 0.1288
37 14 0.1288
37 32 1000
38 32 1000
38 33 1000
37 33 1000
37 34 0.09529
38 34 0.09529
38 35 0.09529
37 35 0.09529
37 26 1000
38 26 1000
37 27 0.1312
38 27 0.1312
37 4 0.3147
38 4 0.3147
38 5 0.3147
37 5 0.3147
37 15 0.1406
38 15 0.1406
38 16 0.1406
37 16 0.1406
37 49 0.1638
38 49 0.1638
37 36 0.4401
38 36 0.4401
37 50 1000
38 50 1000
37 17 0.827
38 17 0.827
38 18 0.827
37 18 0.827
37 55 0.06844
38 55 0.06844
37 44 1000
38 44 1000
37 28 0.03059
38 28 0.03059
37 19 0.1429
38 19 0.1429
37 29 1000
38 29 1000
37 20 0.2682
38 20 0.2682
37 21 0.4741
38 21 0.4741
37 1 0.2018
38 1 0.2018
37 22 0.4735
38 22 0.4735
37 2 0.5948
38 2 0.5948
38 3 0.5948
37 3 0.5948
56 41 0.02424
56 37 0.1104
56 38 0.1104
56 42 1000
56 43 1000
56 6 0.1831
56 7 0.1831
56 46 0.1848
56 47 0.1848
56 45 1000
56 59 1000
56 39 0.4204
56 40 0.4204
56 23 0.04545
56 8 0.04502
56 9 0.04502
56 30 0.08442
56 31 0.08442
56 10 0.2195
56 48 0.7293
56 24 0.04416
56 25 0.04416
56 11 0.04978
56 12 0.04978
56 13 0.04978
56 14 0.04978
56 32 0.002933
56 33 0.002933
56 34 0.2372
56 35 0.2372
56 26 0.1462
56 60 0.05776
56 61 0.05776
56 62 0.05776
56 27 0.1775
56 4 0.3351
56 5 0.3351
56 15 0.2216
56 16 0.2216
56 49 1000
56 36 0.3028
56 50 0.2199
56 55 0.1163
56 57 0.8208
56 58 0.8208
56 44 0.2654
56 54 0.3325
56 63 0.504
56 64 0.504
56 28 0.1576
56 19 0.06494
56 20 0.4199
56 21 0.4866
56 1 0.2931
56 22 0.3766
56 2 0.6017
56 3 0.6017
42 43 1000
42 6 0.07516
43 6 0.07516
43 7 0.07516
42 7 0.07516
42 46 0.9735
43 46 0.9735
43 47 0.9735
42 47 0.9735
42 45 1000
43 45 1000
42 59 1.014
43 59 1.014
42 39 0.8314
43 39 0.8314
43 40 0.8314
42 40 0.8314
42 23 0.007843
43 23 0.007843
42 8 0.01699
43 8 0.01699
43 9 0.01699
42 9 0.01699
42 30 0.2447
43 30 0.2447
43 31 0.2447
42 31 0.2447
42 10 0.1281
43 10 0.1281
42 48 0.05752
43 48 0.05752
42 24 0.01569
43 24 0.01569
43 25 0.01569
42 25 0.01569
42 11 0.01569
43 11 0.01569
43 12 0.01569
43 13 0.01569
43 14 0.01569
42 12 0.01569
42 13 0.01569
42 14 0.01569
42 34 0.1922
43 34 0.1922
43 35 0.1922
42 35 0.1922
42 26 0.5719
43 26 0.5719
42 27 0.03856
43 27 0.03856
42 4 0.2085
43 4 0.2085
43 5 0.2085
42 5 0.2085
42 15 0.09673
43 15 0.09673
43 16 0.09673
42 16 0.09673
42 49 0.5596
43 49 0.5596
42 36 0.2896
43 36 0.2896
42 50 0.8503
43 50 0.8503
42 51 0.5746
43 51 0.5746
43 52 0.5746
43 53 0.5746
42 52 0.5746
42 53 0.5746
42 57 1000
43 57 1000
43 58 1000
42 58 1000
42 44 1.014
43 44 1.014
42 54 1.057
43 54 1.057
42 63 0.1308
43 63 0.1308
43 64 0.1308
42 64 0.1308
42 28 0.05359
43 28 0.05359
42 19 0.0183
43 19 0.0183
42 20 0.09412
43 20 0.09412
42 21 0.3752
43 21 0.3752
42 1 0.1451
43 1 0.1451
42 22 0.2758
43 22 0.2758
42 2 0.5039
43 2 0.5039
43 3 0.5039
42 3 0.5039
6 7 1000
6 23 1000
7 23 1000
6 8 1000
7 8 1000
7 9 1000
6 9 1000
6 30 0.243
7 30 0.243
7 31 0.243
6 31 0.243
6 10 0.02615
7 10 0.02615
6 24 0.4267
7 24 0.4267
7 25 0.4267
6 25 0.4267
6 11 0.577
7 11 0.577
7 12 0.577
7 13 0.577
7 14 0.577
6 12 0.577
6 13 0.577
6 14 0.577
6 34 0.06144
7 34 0.06144
7 35 0.06144
6 35 0.06144
6 26 0.4846
7 26 0.4846
6 27 0.1379
7 27 0.1379
6 4 1000
7 4 1000
7 5 1000
6 5 1000
6 15 1000
7 15 1000
7 16 1000
6 16 1000
6 36 0.267
7 36 0.267
6 17 0.1579
7 17 0.1579
7 18 0.1579
6 18 0.1579
6 55 0.07727
7 55 0.07727
6 28 1000
7 28 1000
6 19 0.03261
7 19 0.03261
6 20 1000
7 20 1000
6 21 0.4577
7 21 0.4577
6 1 0.2114
7 1 0.2114
6 22 0.06738
7 22 0.06738
6 2 1000
7 2 1000
7 3 1000
6 3 1000
46 37 0.02254
47 37 0.02254
47 38 0.02254
46 38 0.02254
46 6 0.05915
47 6 0.05915
47 7 0.05915
46 7 0.05915
46 47 1000
46 45 0.3865
47 45 0.3865
46 23 0.007042
47 23 0.007042
46 8 0.007042
47 8 0.007042
47 9 0.007042
46 9 0.007042
46 30 0.2607
47 30 0.2607
47 31 0.2607
46 31 0.2607
46 10 0.1296
47 10 0.1296
46 48 0.001408
47 48 0.001408
46 24 0.02535
47 24 0.02535
47 25 0.02535
46 25 0.02535
46 11 0.02535
47 11 0.02535
47 12 0.02535
47 13 0.02535
47 14 0.02535
46 12 0.02535
46 13 0.02535
46 14 0.02535
46 34 0.02817
47 34 0.02817
47 35 0.02817
46 35 0.02817
46 26 0.04126
47 26 0.04126
46 27 0.01972
47 27 0.01972
46 4 0.1451
47 4 0.1451
47 5 0.1451
46 5 0.1451
46 15 0.06197
47 15 0.06197
47 16 0.06197
46 16 0.06197
46 36 0.04744
47 36 0.04744
46 50 0.2829
47 50 0.2829
46 57 0.5352
47 57 0.5352
47 58 0.5352
46 58 0.5352
46 54 0.9372
47 54 0.9372
46 28 0.03803
47 28 0.03803
46 19 0.0169
47 19 0.0169
46 20 0.08732
47 20 0.08732
46 21 0.2732
47 21 0.2732
46 1 0.1085
47 1 0.1085
46 22 0.1986
47 22 0.1986
46 2 0.3577
47 2 0.3577
47 3 0.3577
46 3 0.3577
45 37 0.3895
45 38 0.3895
45 6 0.1684
45 7 0.1684
45 59 1000
45 39 1000
45 40 1000
45 23 0.04316
45 8 0.08632
45 9 0.08632
45 30 0.3008
45 31 0.3008
45 10 0.2242
45 48 0.1977
45 24 0.04823
45 25 0.04823
45 11 0.08789
45 12 0.08789
45 13 0.08789
45 14 0.08789
45 32 0.02269
45 33 0.02269
45 34 0.3758
45 35 0.3758
45 26 0.6065
45 60 0.03099
45 61 0.03099
45 62 0.03099
45 27 0.1658
45 4 0.3889
45 5 0.3889
45 15 0.2158
45 16 0.2158
45 49 0.9139
45 36 0.3534
45 50 1.086
45 51 0.867
45 52 0.867
45 53 0.867
45 17 0.09248
45 18 0.09248
45 55 0.008947
45 57 1000
45 58 1000
45 44 1000
45 54 0.7846
45 63 0.1366
45 64 0.1366
45 28 0.1458
45 19 0.09737
45 20 0.3258
45 21 0.5505
45 1 0.3153
45 22 0.4863
45 2 0.6891
45 3 0.6891
59 41 0.2368
59 37 0.6101
59 38 0.6101
59 6 0.5526
59 7 0.5526
59 46 0.09345
59 47 0.09345
59 39 1000
59 40 1000
59 23 0.3285
59 8 0.3408
59 9 0.3408
59 30 0.3705
59 31 0.3705
59 10 0.4972
59 48 0.9338
59 24 0.2683
59 25 0.2683
59 11 0.3141
59 12 0.3141
59 13 0.3141
59 14 0.3141
59 32 0.2244
59 33 0.2244
59 34 0.6861
59 35 0.6861
59 26 0.4693
59 60 0.4259
59 61 0.4259
59 62 0.4259
59 27 0.6136
59 4 0.6955
59 5 0.6955
59 15 0.6028
59 16 0.6028
59 49 1000
59 36 1000
59 50 0.4543
59 51 0.2579
59 52 0.2579
59 53 0.2579
59 65 0.3339
59 17 0.1437
59 18 0.1437
59 55 1000
59 57 0.7446
59 58 0.7446
59 44 0.367
59 54 1000
59 63 1000
59 64 1000
59 28 0.4736
59 19 0.3484
59 29 0.04156
59 20 0.7164
59 21 0.7441
59 1 0.662
59 22 0.7169
59 2 1000
59 3 1000
39 6 0.3994
40 6 0.3994
40 7 0.3994
39 7 0.3994
39 46 0.1731
40 46 0.1731
40 47 0.1731
39 47 0.1731
39 40 1000
39 23 0.2747
40 23 0.2747
39 8 0.3595
40 8 0.3595
40 9 0.3595
39 9 0.3595
39 30 0.3492
40 30 0.3492
40 31 0.3492
39 31 0.3492
39 10 0.4405
40 10 0.4405
39 48 0.3098
40 48 0.3098
39 24 0.2734
40 24 0.2734
40 25 0.2734
39 25 0.2734
39 11 0.3573
40 11 0.3573
40 12 0.3573
40 13 0.3573
40 14 0.3573
39 12 0.3573
39 13 0.3573
39 14 0.3573
39 32 0.4677
40 32 0.4677
40 33 0.4677
39 33 0.4677
39 34 0.4937
40 34 0.4937
40 35 0.4937
39 35 0.4937
39 26 1000
40 26 1000
39 60 0.556
40 60 0.556
40 61 0.556
40 62 0.556
39 61 0.556
39 62 0.556
39 27 0.5937
40 27 0.5937
39 4 0.5984
40 4 0.5984
40 5 0.5984
39 5 0.5984
39 15 0.4801
40 15 0.4801
40 16 0.4801
39 16 0.4801
39 49 0.5996
40 49 0.5996
39 36 1000
40 36 1000
39 50 1000
40 50 1000
39 51 1000
40 51 1000
40 52 1000
40 53 1000
39 52 1000
39 53 1000
39 65 1.201
40 65 1.201
39 17 0.5863
40 17 0.5863
40 18 0.5863
39 18 0.5863
39 55 0.1428
40 55 0.1428
39 57 0.8909
40 57 0.8909
40 58 0.8909
39 58 0.8909
39 44 1000
40 44 1000
39 54 0.4019
40 54 0.4019
39 63 0.5258
40 63 0.5258
40 64 0.5258
39 64 0.5258
39 28 0.3601
40 28 0.3601
39 19 0.3373
40 19 0.3373
39 29 0.7796
40 29 0.7796
39 20 0.6101
40 20 0.6101
39 21 0.656
40 21 0.656
39 1 0.5551
40 1 0.5551
39 22 0.5997
40 22 0.5997
39 2 0.7373
40 2 0.7373
40 3 0.7373
39 3 0.7373
23 8 1000
23 9 1000
23 10 0.0552
23 24 0.8125
23 25 0.8125
23 11 1000
23 12 1000
23 13 1000
23 14 1000
23 34 0.1047
23 35 0.1047
23 27 0.0349
23 4 0.5867
23 5 0.5867
23 15 0.4752
23 16 0.4752
23 28 0.1931
23 20 0.3944
23 21 0.2197
23 1 0.03624
23 22 0.04645
23 2 1000
23 3 1000
8 9 1000
8 10 0.01404
9 10 0.01404
8 24 0.5902
9 24 0.5902
9 25 0.5902
8 25 0.5902
8 11 1000
9 11 1000
9 12 1000
9 13 1000
9 14 1000
8 12 1000
8 13 1000
8 14 1000
8 34 1000
9 34 1000
9 35 1000
8 35 1000
8 26 0.4622
9 26 0.4622
8 27 0.04083
9 27 0.04083
8 4 1000
9 4 1000
9 5 1000
8 5 1000
8 15 0.5227
9 15 0.5227
9 16 0.5227
8 16 0.5227
8 17 0.195
9 17 0.195
9 18 0.195
8 18 0.195
8 28 0.06382
9 28 0.06382
8 19 0.1232
9 19 0.1232
8 20 1000
9 20 1000
8 21 1000
9 21 1000
8 1 0.1848
9 1 0.1848
8 22 0.3825
9 22 0.3825
8 2 1000
9 2 1000
9 3 1000
8 3 1000
30 23 0.3175
31 23 0.3175
30 8 0.3769
31 8 0.3769
31 9 0.3769
30 9 0.3769
30 31 1000
30 10 0.3441
31 10 0.3441
30 48 0.002351
31 48 0.002351
30 24 0.4315
31 24 0.4315
31 25 0.4315
30 25 0.4315
30 11 0.5161
31 11 0.5161
31 12 0.5161
31 13 0.5161
31 14 0.5161
30 12 0.5161
30 13 0.5161
30 14 0.5161
30 34 0.2441
31 34 0.2441
31 35 0.2441
30 35 0.2441
30 26 0.4162
31 26 0.4162
30 27 0.1811
31 27 0.1811
30 4 0.4035
31 4 0.4035
31 5 0.4035
30 5 0.4035
30 15 0.2108
31 15 0.2108
31 16 0.2108
30 16 0.2108
30 36 0.2569
31 36 0.2569
30 50 0.5504
31 50 0.5504
30 51 0.2057
31 51 0.2057
31 52 0.2057
31 53 0.2057
30 52 0.2057
30 53 0.2057
30 17 0.1821
31 17 0.1821
31 18 0.1821
30 18 0.1821
30 44 0.4912
31 44 0.4912
30 54 0.2342
31 54 0.2342
30 28 0.2652
31 28 0.2652
30 19 0.4091
31 19 0.4091
30 20 0.265
31 20 0.265
30 21 0.6538
31 21 0.6538
30 1 0.3371
31 1 0.3371
30 22 0.5818
31 22 0.5818
30 2 0.6213
31 2 0.6213
31 3 0.6213
30 3 0.6213
10 24 0.1959
10 25 0.1959
10 11 0.1303
10 12 0.1303
10 13 0.1303
10 14 0.1303
10 34 0.006211
10 35 0.006211
10 27 0.004348
10 4 0.006211
10 5 0.006211
10 15 0.01311
10 16 0.01311
10 28 1000
10 19 0.006211
10 20 0.0097
10 21 0.01668
10 1 0.003106
10 22 0.01985
10 2 0.1127
10 3 0.1127
48 37 0.01429
48 38 0.01429
48 6 0.06476
48 7 0.06476
48 23 0.0009524
48 8 0.0009524
48 9 0.0009524
48 10 0.0381
48 24 0.0009524
48 25 0.0009524
48 11 0.0009524
48 12 0.0009524
48 13 0.0009524
48 14 0.0009524
48 34 0.1
48 35 0.1
48 27 0.02952
48 4 0.159
48 5 0.159
48 15 0.08286
48 16 0.08286
48 49 1000
48 55 0.03773
48 57 0.04178
48 58 0.04178
48 54 0.01429
48 63 1000
48 64 1000
48 28 0.04095
48 19 0.002857
48 20 0.2276
48 21 0.2257
48 1 0.1486
48 22 0.1524
48 2 0.3724
48 3 0.3724
24 25 1000
24 11 1000
25 11 1000
25 12 1000
25 13 1000
25 14 1000
24 12 1000
24 13 1000
24 14 1000
24 34 0.3164
25 34 0.3164
25 35 0.3164
24 35 0.3164
24 26 0.2959
25 26 0.2959
24 27 0.08621
25 27 0.08621
24 4 0.4655
25 4 0.4655
25 5 0.4655
24 5 0.4655
24 15 0.4055
25 15 0.4055
25 16 0.4055
24 16 0.4055
24 17 0.06107
25 17 0.06107
25 18 0.06107
24 18 0.06107
24 28 0.3342
25 28 0.3342
24 19 0.02016
25 19 0.02016
24 20 0.3905
25 20 0.3905
24 21 1000
25 21 1000
24 1 0.1905
25 1 0.1905
24 22 0.09052
25 22 0.09052
24 2 0.7486
25 2 0.7486
25 3 0.7486
24 3 0.7486
12 13 1000
12 14 1000
13 14 1000
11 12 1000
11 13 1000
11 14 1000
11 34 0.1676
12 34 0.1676
13 34 0.1676
14 34 0.1676
12 35 0.1676
13 35 0.1676
14 35 0.1676
11 35 0.1676
11 27 0.01676
12 27 0.01676
13 27 0.01676
14 27 0.01676
11 4 0.5579
12 4 0.5579
13 4 0.5579
14 4 0.5579
12 5 0.5579
13 5 0.5579
14 5 0.5579
11 5 0.5579
11 15 0.419
12 15 0.419
13 15 0.419
14 15 0.419
12 16 0.419
13 16 0.419
14 16 0.419
11 16 0.419
11 17 0.1811
12 17 0.1811
13 17 0.1811
14 17 0.1811
12 18 0.1811
13 18 0.1811
14 18 0.1811
11 18 0.1811
11 28 0.09353
12 28 0.09353
13 28 0.09353
14 28 0.09353
11 19 0.2186
12 19 0.2186
13 19 0.2186
14 19 0.2186
11 20 0.5272
12 20 0.5272
13 20 0.5272
14 20 0.5272
11 21 1000
12 21 1000
13 21 1000
14 21 1000
11 1 0.1906
12 1 0.1906
13 1 0.1906
14 1 0.1906
11 22 0.548
12 22 0.548
13 22 0.548
14 22 0.548
11 2 1000
12 2 1000
13 2 1000
14 2 1000
12 3 1000
13 3 1000
14 3 1000
11 3 1000
32 42 0.05714
33 42 0.05714
33 43 0.05714
32 43 0.05714
32 6 0.1861
33 6 0.1861
33 7 0.1861
32 7 0.1861
32 46 0.001786
33 46 0.001786
33 47 0.001786
32 47 0.001786
32 23 0.08357
33 23 0.08357
32 8 0.2568
33 8 0.2568
33 9 0.2568
32 9 0.2568
32 30 0.03
33 30 0.03
33 31 0.03
32 31 0.03
32 10 0.1811
33 10 0.1811
32 48 0.004286
33 48 0.004286
32 24 0.06607
33 24 0.06607
33 25 0.06607
32 25 0.06607
32 11 0.2136
33 11 0.2136
33 12 0.2136
33 13 0.2136
33 14 0.2136
32 12 0.2136
32 13 0.2136
32 14 0.2136
32 33 1000
32 34 0.2018
33 34 0.2018
33 35 0.2018
32 35 0.2018
32 26 1000
33 26 1000
32 27 0.2171
33 27 0.2171
32 4 0.4275
33 4 0.4275
33 5 0.4275
32 5 0.4275
32 15 0.2532
33 15 0.2532
33 16 0.2532
32 16 0.2532
32 49 0.01029
33 49 0.01029
32 36 0.3338
33 36 0.3338
32 50 0.2659
33 50 0.2659
32 51 0.3112
33 51 0.3112
33 52 0.3112
33 53 0.3112
32 52 0.3112
32 53 0.3112
32 65 0.5055
33 65 0.5055
32 17 1000
33 17 1000
33 18 1000
32 18 1000
32 55 0.02074
33 55 0.02074
32 57 0.0025
33 57 0.0025
33 58 0.0025
32 58 0.0025
32 44 0.1151
33 44 0.1151
32 54 0.001786
33 54 0.001786
32 63 0.04904
33 63 0.04904
33 64 0.04904
32 64 0.04904
32 28 0.07071
33 28 0.07071
32 19 0.2832
33 19 0.2832
32 29 1000
33 29 1000
32 20 0.3096
33 20 0.3096
32 21 0.5289
33 21 0.5289
32 1 0.4221
33 1 0.4221
32 22 0.5311
33 22 0.5311
32 2 0.6521
33 2 0.6521
33 3 0.6521
32 3 0.6521
34 35 1000
34 27 0.3319
35 27 0.3319
34 4 1000
35 4 1000
35 5 1000
34 5 1000
34 15 0.004965
35 15 0.004965
35 16 0.004965
34 16 0.004965
34 20 0.03531
35 20 0.03531
34 1 1000
35 1 1000
34 2 1000
35 2 1000
35 3 1000
34 3 1000
26 23 0.3255
26 10 0.4571
26 48 0.1698
26 11 0.4232
26 12 0.4232
26 13 0.4232
26 14 0.4232
26 34 0.6033
26 35 0.6033
26 60 1000
26 61 1000
26 62 1000
26 27 0.6494
26 4 0.659
26 5 0.659
26 15 0.5512
26 16 0.5512
26 49 0.3846
26 36 1000
26 50 0.9925
26 51 1000
26 52 1000
26 53 1000
26 65 1000
26 17 1000
26 18 1000
26 55 0.1308
26 57 0.2677
26 58 0.2677
26 44 0.8153
26 54 0.1033
26 63 0.3945
26 64 0.3945
26 28 0.3773
26 19 0.4747
26 29 1000
26 20 0.67
26 21 0.6792
26 1 0.6518
26 22 0.6562
26 2 0.7937
26 3 0.7937
60 41 0.03839
61 41 0.03839
62 41 0.03839
60 37 0.165
61 37 0.165
62 37 0.165
61 38 0.165
62 38 0.165
60 38 0.165
60 42 0.07492
61 42 0.07492
62 42 0.07492
61 43 0.07492
62 43 0.07492
60 43 0.07492
60 6 0.1164
61 6 0.1164
62 6 0.1164
61 7 0.1164
62 7 0.1164
60 7 0.1164
60 46 0.01889
61 46 0.01889
62 46 0.01889
61 47 0.01889
62 47 0.01889
60 47 0.01889
60 23 0.04985
61 23 0.04985
62 23 0.04985
60 8 0.08452
61 8 0.08452
62 8 0.08452
61 9 0.08452
62 9 0.08452
60 9 0.08452
60 30 0.0418
61 30 0.0418
62 30 0.0418
61 31 0.0418
62 31 0.0418
60 31 0.0418
60 10 0.06687
61 10 0.06687
62 10 0.06687
60 48 0.02508
61 48 0.02508
62 48 0.02508
60 24 0.03994
61 24 0.03994
62 24 0.03994
61 25 0.03994
62 25 0.03994
60 25 0.03994
60 11 0.06409
61 11 0.06409
62 11 0.06409
61 12 0.06409
61 13 0.06409
61 14 0.06409
62 12 0.06409
62 13 0.06409
62 14 0.06409
60 12 0.06409
60 13 0.06409
60 14 0.06409
60 32 0.08514
61 32 0.08514
62 32 0.08514
61 33 0.08514
62 33 0.08514
60 33 0.08514
60 34 0.256
61 34 0.256
62 34 0.256
61 35 0.256
62 35 0.256
60 35 0.256
61 62 1000
60 61 1000
60 62 1000
60 27 0.1632
61 27 0.1632
62 27 0.1632
60 4 0.3217
61 4 0.3217
62 4 0.3217
61 5 0.3217
62 5 0.3217
60 5 0.3217
60 15 0.08854
61 15 0.08854
62 15 0.08854
61 16 0.08854
62 16 0.08854
